start,stop,PCorr,SCorrS,ScorrQ,PartialCorr,pval
0,2,0.06800462587307321,0.08895962017192664,0.10086220594260915,0.019947488881205976,0.6733583108780706
0,3,0.03413359697564257,0.04484794871016817,0.06563314120936804,-0.02202010168973843,0.6416784281701585
0,4,0.023841325636885922,0.05129004520469182,0.06998510810792131,-0.03589092061957945,0.4480682620743325
0,5,0.046922587095389726,0.07920446798297734,0.09272177967658354,-0.012776606362700164,0.7871696534008823
0,6,0.052927955474524495,0.07304581944818388,0.08800658669605799,-0.008218039235921818,0.8621368814155714
0,7,0.05922805783004037,0.08432873153883888,0.10301773000879182,-0.005083356780756775,0.914459885882497
0,8,0.06832037192350766,0.10323600794775296,0.12437836377649848,0.0008661770327237387,0.9853972911054786
0,9,0.06253586887137909,0.09414292533906207,0.11615630315465751,-0.00715088818600985,0.879893554482519
0,10,0.05236297406773789,0.08688305080825084,0.11104321265953779,-0.0228658371271496,0.6289317449167492
0,11,0.05780313867521428,0.09605794199316786,0.11861798867918869,-0.018104418408149747,0.7020254649382907
0,12,0.06784192440237666,0.10322298962707802,0.12481426179877471,-0.009786043443279971,0.836174284924581
